id,title,artist,year,genre,lyrics_raw,lyrics_clean
402,Вовк,Один в каное,2021,Indie,"Не сповільнюй певний крок
За тобою йде старий самотній вовк!
Він читає по спині
Ти приймаєш дивні форми на стіні!
Ні, ні
Ні, ні, ні
Вповні серця не повністю видно
Місцями бувають певні плями
Але повні легені, скафандри скинули
Нам прямо
Вповні серця не повністю видно
Місцями бувають певні плями
Але повні легені, скафандри скинули
Нам прямо
Не крути своєю головою вліво-вправо
Поки вовк з тобою
Дихати не маєш права
Ти і ти сама — твої єдині свідки
Може, з'явиться таксі нізвідки
І врятує
Темний і самотній дух
Він ворог твій чи друг?
Вовк, вовк, вовк
Вовк, вовк, вовк
Вповні серця не повністю видно
Місцями бувають певні плями
Але повні легені, скафандри скинули
Нам прямо
Вповні серця не повністю видно
Місцями бувають певні плями
Але повні легені, скафандри скинули
Нам прямо
Не крути своєю головою
Поки вовк з тобою
Не крути своєю головою
Поки вовк з тобою
Не крути своєю головою
Поки вовк з тобою
Не крути своєю головою
Поки вовк з тобою",
403,Веснянка,Один в каное,2021,Indie,"Закотилось колесо бігцем
Шо у тебе, золотце, з лицем?
Кажеш, шо не вірила у сни
То чого ж ти плакала, поясни?
Може, тобі холодно було?
Може, тобі сонечка мало?
Може, зачекалася весни?
То чого ж ти плакала, поясни?
Поя-
Поя-
Поя-
Поя-
Поя-
Поя-
Поя-
Поясни
А мені
Як в камені
Я усіма
Думками її
Кличу
Закотилось колесо
Закотилось колесо в туман
Чи йому не боязко
Чи йому не боязко там?
Тихо, моє золотце
Скоро наші вулиці заметуть
Та поміж габою
Я буду з тобою тут
Ту-ут
Ту-ут
Ту-ут
Ту-ут
Ту-ут
Ту-ут
Ту-ут
Ту-ут
А мені
Як в камені
Я усіма
Думками її
Кличу
А мені
Як в камені
Я усіма
Думками її
Кличу
А мені
Як в камені
Я усіма
Думками її
Кличу",
404,Коти,Один в каное,2016,Indie,"Вже не засну, не треба, доста
Стала чутлива, як шерсть твого пса
Втома, втома як тонна
На очі, віки, двері, вікна, вікна
Квіти, дерева, звірі йдуть без кінця
Тихими рисами твого лиця
Бери собі мої
Списки, вежі, диски, межі, межі
Болить-пече, коли не зводиш очей
Горять волокна в тілі моїх речей
Куди вже ж там
Н-н-н-н-н-н-н-н-н-н-н-н-н-н-н-н-нам
Теплі коти між моїх сонних колін
Лапами мнуть в мені м'який пластилін
Втома, втома, я вдома
Тут лампи, сходи, замки, коди, коди
Болить-пече, коли не зводиш очей
Горять волокна в тілі моїх речей
Куди вже там
Н-н-н-н-н-н-н-н-н-н-н-н-н-н-н-н-нам
Н-н-н-н-н-н-н-н-н-н-н-н-н-н-н-н-нам
Нам",
405,Vesna,ДахаБраха,,Folk,"Ой, весняночка, де твоя дочка?
Погнала бичків за воріта.

Пасіться, бички, я спраду мички,
Свойму милому на рукавички.

Ой, ти, весна, ти красна,
А, що ж ти нам вонєсла?

Я й вонєсло, вонєсло
Три користі радості.

Три користі радості
Й одна користь - пастушок.

Й одна користь - пастушок,
Друга користь ратає.

Друга користь ратає,
Третя користь бортнічок.

А ратай, оре, сокає,
А бортнік творе, токає.

Ой, ти, весна, ти красна,
А, що ж ти нам вонєсла?

Я й вонєсло, вонєсло
Три користі радості.",
406,Monakh,ДахаБраха,,Folk,"Ішов манах [козак] із походу під мороз і під негоду
Чуть же він не змерз, чуть же він не змерз. Ех!
Не знав манах де подіться, зайшов у кабак погріться
Сбросив свой мундір, сбросив свой мундір. Ех!
Сбросив мундір ще й очки, да порвав рясу на клочки,
(Да) сам пошов плясать, сам пошов плясать. Ех!
Наплясався, наігрався, з доброй волєй розпрощався,
Скочив на крильцо, вдарив у кольцо. Ех!
Манах на коня садіться, под манахом конь бодрітся
Зельоним лугом, зельоним лугом. Ех!
Ой, лугом, лугом, лугом стоять дєвушки кругом,
Дєвки не найшов, до вдови пошов. Ех!
Цілував, милував, роздушею називав,
Сам кричав ура, сам кричав ура. Ех!
Ой ура, юра, юра, сочинилася біда,
Тай не малая [Невеликая], та й не малая. Ех!
В великодную [молотильную] суботу побросали всю роботу,
Рухнули в кабак, рухнули в кабак. Ех!
Мед їли, вино пили, кабашника одурили,
Курили табак, курили табак. Ех!
Накурившись табаку, да полягали на боку.
Оце вам уся... Кончилася!",
407,Baby,ДахаБраха,,Folk,"Baby, show me your love
Baby, show me your love
Baby, show me your love
Show me your love
Baby, show me your love
Baby, show me your love
Baby, show me your love
Выйду на горушку, посмотрю в долинушку
Чи не їде, чи не йде серденятко моє?
Скажи, моя мила, с каких пор любить стала
С тех пор я люблю, как гуляла во саду
Я по садику гуляла, я у родителя свойго
Я по садику хожу, на якошко не гляжу
Что на этом окне ляжала примета
Ляжала примета с винограда вета
Виноград, мой виноград, виноград зелёный мой
Виноград висит на ветке, соловей поёт у клетки
Соловей мой, соловей, канареюшка моя
Спой песню свою про жизнь горькую мою
Спой песню свою про жизнь горькую мою
Жизнь горька моя, до чего ж ты довела
Лучше б я тебя не знала, незнакомая была
Моё б сердце не страдало, я б спокойная была
Болит сердце, знобит, сам не знает, что робит
Сам не знает, что робит, чи покинуть, чи любить
Чи такому кавалеру да любить таку холеру
Такому молодцу любить красну девицу
Baby, show me your love
Жизнь горька моя, до чего ж ты довела
Лучше б я тебя не знала, не знакомая была
Выйду на горушку, посмотрю в долинушку (Ой, а що ж ти, Галочко)
Чи не їде, чи не йде серденятко моє?
Скажи, моя мила, с каких пор любить стала (Думала)
С тех пор я люблю, как гуляла во саду
Я по садику гуляла, я у родителя свойго (Як через тин білу ручейку)
Я по садику хожу, на якошко не гляжу
Что на этом окне ляжала примета (Давала)
Ляжала примета с винограда вета
Виноград, мой виноград, виноград зелёный мой (Ой, думала думочку)
Виноград висит на ветке, соловей поёт у клетки
Соловей мой, соловей, канареюшка моя (І не одну)
Спой песню свою про жизнь горькую мою
Спой песню свою про жизнь горькую мою (Як я к свойой свекорці)
Жизнь горька моя, до чего ж ты довела
Лучше б я тебя не знала, незнакомая была (Ой, догоджу)
Моё б сердце не страдало, я б спокойная была
Baby, show me your love
Baby, show me your love
",
408,Карпатський реп,ДахаБраха,,Folk,"Послухайте люди добрі, що хочу казати
Я хочу про всіх хлопців співанку співати
Якби знала моя мамко, що то може Дмитро
Ти бись мене щонеділі ізбирала хітро
Якби знала моя мамко, що може Міхайло
Ти бись мене щонеділі ізбирала файно
Послухайте люди добрі, що хочу казати
А я хочу про всіх хлопців співанку співати
Якби знала моя мамко, що то може Дмитро
Ти бись мене щонеділі ізбирала хитро
Якби знала моя мамко, що може Міхайло
Ти бись мене щонеділі ізбирала файно
Якби знала моя мамко, що то може Йванчик
Ти бись мене щонеділі пускала на данчик
Якби знала моя мамко, що то Василь може
Ти бись мені і сказала - боронь тебе Боже
Ой, кувала зозуленька там коло довкола
А там - хлопці усі файні, найкращий - Микола
Ой, кувала зозуленька там коло вборога
Та нікого там не люблю, як Юрчика того
Ти, Юрчику, іди спати, бо ти іздримавсе
Ти, Петрику, йди од мене, бо ти мені вдавсе
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
А Гаврила дуже люблю, Лукіна кохаю
А Андрея, як не вежу марно пропадаю
А Андрея, як не вежу не кажу нікому
Єлавкові дала руку та й пішла додому
Єлавкові дала руку, Грицкові хустину
А Семена обнімаю, як малу дитину
А як ішла я додому, ішла по при сливки
А там несе Афанасій мої чорнобривки
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
А як ішла я додому на зелену ріжу
А там Штефан та й Онуфрій, я за ними біжу
А як ішла я додому був ше день біленький
А там Федор та Микита то мої миленькі
Ой, у мене перед хати зацвела лелія
Я періжків наварила нема Маковія
Нема мого Маковія, нема його тата
Коби мене мама дала за того Ігната
За того Ігната
За того Ігната
А, за того Ігната
(За того Ігната)
А в Іганата файна хата та нова стодоля
Я не знаю ци я буду Ігатова доля
Я не знаю ци я буду з Ігатом сидіти
Може Кузьма мене озьме, як буде хотіти
Сеї ночі опівночі снило ми се диво
Як не озьме мене Кузьма то озьме Данило
А в Данила файна нива, але стара хата
Я не піду за Данила, піду Сафата
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
А в Сафата файна хата, але стара мамка
Я не піду за Сафата, я піду Славка
А як прийшла я до Славка луснула дверима
Я не піду тай за Славка піду за Якима
А в Якима воли-коні в Якима корови
Як Яким мене не озьме будьте всі здорові
Лиш ті знали люди добрі, як перебирала
А ось цюю співаночку я вам наспівала
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая
Каліна мая
Маліна мая",
409,Sukhyi dub,ДахаБраха,,Folk,"Скільки б я не плакала
Горе й одінакове,
Стала пєсєнкі співать –
Стала й горе забувать.
Я іду, а баби судять
І щитають мнє года
Я не роза, не каліна –
Не зов'яну нікагда.
Гармоніст, ти гармоніст,
Кучерява голова,
Яку шапку не ідеш,
То велика, то мала.
Гармоніст, ти гармоніст,
Він цибулю гарно їсть,
А по вулиці іде,
То кричить – цибуля де?
Ой на горі сухий дуб – (2)
А в долині горішок.
Под гармошку, под твою
Я нікак не подпою,
Ілі ти не так іграїш,
Ілі я не так пою.
Танцювала, танцювала,
Потім бачу збилася,
Гармоніст вродливий хлопець,
Я ж в нього влюбилася.
Я бивало запєвала,
Замєняла солов'я
А тєпєрь подружка Ніна,
Замєніка ти мєня.
Нєту голоса мого,
Стала я хрипучая,
То ізмєна, то любов,
Вона ж мене змучила.
Ой на горі сухий дуб – (2)
А в долині горішок.",
410,Колискова,ДахаБраха,,Folk,"Ай баю кота, колыбелька золота
А у дитятки мало и получше того
Ай баю кота и постелюшка мягка
А у дитятки мало и помягче того
Ай баю кота и постелюшка бела
А у дитятки мало и белее того
The silver moons up in the sky, in the sky
So close and so far, it's too high, it's too high
The time to love and the time to cry, time to cry
The time to live and the time to die, time to die
Ой баю же, баю, за роботу заплачу
Дам корові молока, окраюшку пирога
Let the light shine in the dark
Let the light shine
Let the light shine in the dark
Let the light shine
Ой ти, котику, ти наш
Чи вмієш ти Отче наш
А я в попів й учився
Отче наш навчився
Ой баю же, баю, за роботу заплачу
Дам корові молока, окраюшку пирога",
411,Пливе човен,ДахаБраха,,Folk,"Пливе човен
Води повен
Та все хлюп, хлюп, хлюп, хлюп
Та все хлюп, хлюп, хлюп, хлюп
Та все хлюп, хлюп, хлюп, хлюп
Іде козак
До дівчини
Та все тюп, тюп, тюп, тюп
Та все тюп, тюп, тюп, тюп
Та все тюп, тюп, тюп, тюп
Пливе човен
Води повен
Та й накритий листом
Та й накритий листом
Та й накритий листом
Не хвалися
Дівчинонько
Червоним намистом
Червоним намистом
Червоним намистом
Бо прийдеться
Доведеться
Намисто збувати
Намисто збувати
Намисто збувати
Молодому
Козакові
Тютюн купувати
Тютюн купувати
Тютюн купувати
Пливе човен
Води повен
Та й накрився лубом
Та й накрився лубом
Ой, не хвастай
Козаченьку
Кучерявим чубом
Кучерявим чубом
Бо прийдеться
Доведеться
Під аршин ставати
Під аршин ставати
Молодого
Й козаченька
В військо віддавати
В військо віддавати
",
412,Nad Dunaem,ДахаБраха,,Folk,"Над Дунаєм стояла
Над Дунаєм стояла
Косу русу чесала
Косу русу чесала
Косу русу чесала
В тихий Дунай кидала
Ой, пливіть же ви, коси
Ой, пливіть же ви, коси
Не зачіпайте влоги
Не зачіпайте влоги
Не зачіпайте влоги
Не дайте мамці туги
Бо й йодну мамка має
Бо й одну мамка має
Та й ня від себе дає
Над Дунаєм стояла
Над Дунаєм стояла
Косу русу чесала",
413,Divka Marusechka,ДахаБраха,,Folk,"По горі, горі, пави ходили
Пави ходили, пір'є губили,
Красна панна, пір'є збирала,
Пір'є збирала, виночка плела.
Здибаютьїї пани-королі,
""Чи ти царівна, чи королівна?""
""Ні, не царівна, ні королівна,
Батькова дочка, як паняночка""
Дівка Марусечка по горі ходила
Щедрий вечор, вам добрий вечор!
По горі ходила, сад садила,
Щедрий вечор, вам добрий вечор!
Сад садила, тай ще поливала,
Щедрий вечор, вам добрий вечор!
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома...
Дівка Марусечка по горі ходила
Щедрий вечор, вам добрий вечор!
По горі ходила, сад садила,
Щедрий вечор, вам добрий вечор!
Сад садила, тай ще поливала,
Щедрий вечор, вам добрий вечор!
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному,
Щедрий вечор, добрий вечор,
Знаєм, знаєм що пан вдома,
Вон же сидить конець стола,
На йом шуба, шуба-льова,
А в той шубі сто червонцов,
Всьому тому по червоному",
414,Заманили,ДахаБраха,,Folk,"Йшла я собі та звичаї ламала.
Холод та скрегіт звідусіль пізнала.
Почула стільки , що й дихати не мала.
Прихилюсь до тебе я, може, краще стане, стане.
Прихилившись до тебе правду розказала.
Як слухняною донькою була, але впала.
Про зльоти та падіння, як я відчувала.
Заманили в воду! Обманули!
Забере тебе, якщо ти не в змозі.
Забере тебе, йди по дорозі.
Важко стане, той не треба кричати.
Знаєш правду, той не треба мовчати.
Я тобі хтіла щастя привернути.
Та заховаєш ти все й сам в спокусі.
Бачу вогняні хвости на небі.
Здавалось, казка, але ні - то люди заманили.
Забере тебе, якщо ти не в змозі.
Забере тебе, йди по дорозі.
Важко стане, той не треба кричати.
Знаєш правду, той не треба мовчати.
На добраніч, Галюню. Вже ми йдемо.
Вже ми твоє дивування заберемо.
Беріть, беріть, дружечки, не сваріться.
Як вийдете за ворота озирніться.
Як вийдете за ворота, в чисте поле -
Киньте моє дивування в синє море.
Нехай моє дивування з водою пливе.
Нехай мене молодої не найде!
Забере тебе, якщо ти не в змозі.
Забере тебе, йди по дорозі.
Важко стане, той не треба кричати.
Знаєш правду, той не треба мовчати.",
415,Ой ішов чумак,ДахаБраха,,Folk,"Ой, ішов
Чумак з Дону
Да й ішов
Чумак з Дону
Ой, як із Дону
Уж додому
Ой, як із Дону уж додому
Да й, як із Дону уж додому
Да й сів над водою
Да й і сів над водою
Ве-е-ей
Да й і сів над водою
Ой, да й проклинає ж свою долю
Ой, доле ж, моя доле
Да й чоми ти не такая?
Ох, як і доля ж людськая
Бо во я чужу ж долю
Да й сім раз поцілую
Ой, да долю, о хорошую
Бо во я свою ж долю
Да й поб'ю-порубаю
Ой, да в річку, ой, побрасаю (Побросаю)
Ой, пливи ж, моя доле
Ей, пливи, ох, за водою (За водою)
Бо во я, ой, за тобою (За тобою)
",
416,На добраніч,ДахаБраха,,Folk,"На добраніч, Галюню, вже ми йдемо
Вже ми твоє дивування, ой, заберемо
Беріть, беріть, дружечки, не сваріться
Як вийдете за ворота, ой, озирніться
Як вийдете за ворота, ой, в чисте поле
Киньте моє дивування, ой, в синє море
Нехай моє дивування, ой, з водою пливе
Нехай мене молодої, ой, не найде
На добраніч, Галюню, вже ми йдемо
Вже ми твоє дивування, ой, заберемо
Беріть, беріть, дружечки, не сваріться
Як вийдете за ворота, ой, озирніться
Як вийдете за ворота, ой, в чисте поле
Киньте моє дивування, ой, в синє море
Нехай моє дивування, ой, з водою пливе
Нехай мене молодої, ой, не найде",
417,Ягудки,ДахаБраха,,Folk,"Ой, беру я ягудки
Не беруться
А вже з мене
Й усі люди сміються
Оставайтеся ягудойки в бору
Бо я єду й заранєйка додому
Ой, гукну я, нехай ліс почує
Нехай мати вечеройку готує
Просилася дівчина
Додому
Просилася дівчина
Ой, додому
Пусти ж мене, хлопчику
Там, де взяв
Ой, щоб мой же вєночок
Не зов'яв
Ой, щоб мой же вєночок
Не зов'яв
Не зов'яне, дівчино
Не зов'яне
Єсть у мене сестриця
Й догляне
Єсть у мене сестриця
Й догляне
Ой, гукну я нехай ліс
Розлігає
Нехай мати вечеру
Наливає
",
418,Oi za lisochkom,ДахаБраха,,Folk,"Ой, за лісочком
Місяченько сходить
Ой, а до мене
Гарний хлопець ходить
Ой, ти козаче
Не ходи й до мене
Бо буде неслава
На тебе, ой, на мене
Ой, от села до села
Доріженька столбова
Ой, дороженька столбова
До вдовиного двора
Ой, у вдови у дворі
Стоять столи тесові
О-гой, за тими столами
Си-идять пани рядами
Ой, вони сидять, говорять
Кого йо у солдати брать
Ой, де п'ять - там не брать
Де чотири - не вилять
Ой, де три - там не бери
Ой, де два - там нема
А що в вдовушкі - йодин син
Та той пойшов под аршин
Ой, до аршина не дойшов
У солдатушкі пошол
Ой, до аршина не дойшов
У солдатушкі пошол
Ой, от села до села
Доріженька столбова
Ой, дороженька столбова
До вдовиного двора
Ой, у вдови у дворі
Стоять столи тесові
О-гой, за тими столами
Си-идять пани рядами
Ой, вони сидять, говорять
Кого у солдати брать
О, де п'ять - там не брать
Де чотири - не вилять
Ой, де три - там не бери
Ой, де два - там нема
А що в вдовушкі - йодин син
Та той пойшов под аршин
Ой, до аршина не дойшов
У солдатушкі пошол
Ой, до аршина не дойшов
У солдатушкі пошол
Ой, ти козаче
Не ходи й до мене
Бо буде й неслава
На тебе, ой, на мене",
419,За дуби,ДахаБраха,,Folk,"За дуби, дівчата, за дуби
(За дуби, дівчата, за дуби)
(За дубами - сивиє голуби)
За дубами - сивиє голуби
(За дубами - сивиє голуби)
(Вони ж мені голову нагули)
Вони ж мені голову нагули
(Вони ж мені голову нагули)
(Вони ж мені спатоньки не дали)
Вони ж мені спатоньки не дали
(Вони ж мені спатоньки не дали)
(Вони ж мене з пароньки розвели)
За дуби, дівчата, за дуби
(За дуби, дівчата, за дуби)
(За дубами - сивиє голуби)",
420,Мексиканець,Zwyntar,2018,Folk,"Де духи йдуть у танець
Де місяць нагорі
Там п'яний мексиканець
Сидить на цвинтарі
Блідий, як мертве тіло
Самотній одинак
Він п'є свою текілу
І він співає так
Люсія, моя люба
Я йду в останню путь
Коли я вріжу дуба
Мене ти не забудь
Кохаю тебе, мила
Хоч я напився вщерть
Життя нас розлучило
Та не розлучить смерть
Цю пісню дикий вітер
По цвинтарю несе
Та раптом мертвим світлом
Осяялось усе
Чи це гарячка біла
Примара чи дива
З могили його мила
Повстала, мов жива
Люсія, моя люба
Я йду в останню путь
Коли я вріжу дуба
Мене ти не забудь
Кохаю тебе, мила
Хоч я напився вщерть
Життя нас розлучило
Та не розлучить смерть
Вона до себе кличе
До світу іншого
І сльози на обличчі
Всихають у нього
Він вірив у кохання
До самого кінця
А ми знайшли ізрання
На цвинтарі мерця
Люсія, моя люба
Я йду в останню путь
Коли я вріжу дуба
Мене ти не забудь
Кохаю тебе, мила
Хоч я напився вщерть
Життя нас розлучило
Та не розлучить смерть
Люсія, моя люба
Я йду в останню путь
Коли я вріжу дуба
Мене ти не забудь
Кохаю тебе, мила
Хоч я напився вщерть
Життя нас розлучило
Життя нас розлучило
Життя нас розлучило
Та не розлучить смерть
",
421,Човен,Zwyntar,2018,Folk,"Все йшло за планом
Нас було троє
У нас були маски
І трохи зброї
Один бере касу
Другий на варті
Третій на старті
Але щось пішло не так
Стрілянина, крики
Біжимо у тумані
Нам треба за ріку
Потягнувся землею
Слід кривавий
До переправи
Ей, чоловіче на човні, чи чуєш
Пливи-но сюди
Сріблом заплачу я
Бери, що хочеш
Не шкода нічого
Пусти на човен
Річкою душа
Попливе пропаща
На тому березі
Буде краще
Є мені чи ні
Місце у човні
Чоловік на човні
Каже мало місця
Ось ти і ти, двоє
Ви можете сісти
А у тебе, чувак
Несерйозна рана
Тобі ще рано
І від берега він
Відштовхнув щосили
Я лишився стояти
Вони поплили
Я почув у тумані собак
Та й годі
Кінець пригоді
Ей, чоловіче на човні, чи чуєш
Пливи-но сюди
Сріблом заплачу я
Бери, що хочеш
Не шкода нічого
Пусти на човен
Річкою душа
Попливе пропаща
На тому березі
Буде краще
Є мені чи ні
Місце у човні
Добре, хлопці, що він
Вас устиг забрати
А мене підлатали
Й кинули за грати
Звідси не попливеш на човні
Усе чітко
Вікно-решітка
Завтра буде суд
І буде вирок, звісно
Варіантів немає
Присудять крісло
Електричний струм
Та я знаю, що він
Мій квиток на човен
Ей, чоловіче на човні, чи чуєш
Пливи-но сюди
Сріблом заплачу я
Бери, що хочеш
Не шкода нічого
Пусти на човен
Річкою душа
Попливе пропаща
На тому березі
Буде краще
Є мені чи ні
Місце у човні
Ей, чоловіче на човні, чи чуєш
Пливи-но сюди
Сріблом заплачу я
Бери, що хочеш
Не шкода нічого
Пусти на човен
Річкою душа
Попливе пропаща
На тому березі
Буде краще
Є мені чи ні
Місце у човні
Є мені чи ні
Місце у човні
Є мені чи ні",
422,Муншайн,Zwyntar,2018,Folk,"Коли сумління твоє
Не знайде собі місця
Знай, у нашому окрузі
До банок Мейсона ллють
Сяйво срібного місяця
Настоєне на сльозі
Хтось убиває людей
Хтось грабує банки
Контрабасом везе вантаж
А ми розливаємо
Радість у банки
Оце і є злочин наш
Хей, за церквою чути ритм
З винокурні іде димок
Мертві варять і везуть живим
Ліки від сумних думок
Хей-йя, завантажуй швидко
Вперед без увімкнених фар
Мертвим очам не потрібно світло
До міста їде товар
Щоб випити, друже
Не треба приводу
Щоб умерти не треба теж
Федерали кажуть
Наче ми привиди
Ми кажемо їм - авжеж
Вони мріють - до пекла
Чи буцигарні
Нас доправить сержант Харон
Вони стріляють у нас
Але спроби марні
Мерця не бере патрон
Хей, за церквою чути ритм
З винокурні іде димок
Мертві варять і везуть живим
Ліки від сумних думок
Хей-йя, завантажуй швидко
Вперед без увімкнених фар
Мертвим очам не потрібно світло
До міста їде товар
Хей-йя, розливається місяць
Долиною лине дим
У мертвих сьогодні важлива місія
Веземо муншайн живим
",
423,Танцюй І Пий,Zwyntar,2016,Folk,"Я знаю
Що кожен з нас помре
Життя - це божевільне кабаре
Я знаю
І вас це звалить з ніг
Дієвій спосіб старий, як гріх
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Я знаю
Що тут лише піски
Койоти розтягли мої кістки
Я знаю
Ковток би допоміг
Дієвий спосіб старий, як гріх
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Я знаю
Що кожного із вас
Кістлява забере, як прийде час
Я знаю
Короткі твої дні
Коли провину топиш у вині
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть
Танцюй і пий
Поки живий
Бо завтра буде пізно
Танцюй і пий
Поки живий
Бо завтра прийде смерть",
424,Микола,Zwyntar,2018,Folk,"Ти - Микола, я - Микола
Оба ми - Миколи
Тебе вбили біля церкви
Мене - біля школи
Тебе вбили біля церкви
Бо ти не молився
А мене тому, що я
Із чортом водився
Тебе вбили, бо ти спав
У труні із дуба
А мене тому, що я
Покохав сукуба
Тобі вбили в серце ножа
Мені вбили кола
Щоб із чорної труни
Не вставав ніколи
Щоб по хатах не ходив
Чорними ночами
Щоб на дівок не глядів
Чорними очами
Хто там ходить за вікном
В темряві навколо
Ти - Микола, я - Микола
",
425,Трясовина,Zwyntar,2023,Folk,"Де трясовина, в гущі дурману
Б'ють лісові ключі
Ми зустрічались серед туману
Ввечері чи вночі
Діви дарунок, брав поцілунок
Квіткою з вуст моїх
Серце кохало, серце не знало, що
Ти задумав гріх
Де трясовина, в гущі дурману
Птах лісовий співа
Я тебе вводив, мила, в оману
Ніжні казав слова
Бачиш, як звичне любе обличчя
Cтало немов чуже
Так, я прийшов на зустріч з тобою
З загостреним ножем
У трясовині
Самотні світи
Ууу... зорять у небо
З мертвої води
Де трясовина, гущі дурману
Вітер вечірній дме
Любий, є те, що я не казала
Ти не питав мене
Бачу лиха настала година
Зрада з ножем твоя
Знаєш, коханий, що не людина я
І такі як я!
В сутінках риси сплили дівочі
Місяць оману стер
З темряви лісу дивляться очі
Мертвих моїх сестер
Винні, не винні - у трясовині знайдеться прихисток
Люди шукають, люди не знають
І не знайдуть кісток
У трясовині
Самотні світи
Ууу... зорять у небо
З мертвої води
У трясовині
Аааа-аааа
У трясовині
Аааа-аааа
",
426,Госпел,Zwyntar,2023,Folk,"Коли біда приходить до моєї землі
Я беру рушницю
Коли диявол шепоче на вухо мені
Я іду молиться
Коли біда приходить до моєї землі
Я беру рушницю
Коли диявол шепоче на вухо мені
Я іду молиться, я іду молиться
Коли чорні хмари сонце закривають
Я ватру розкладаю
Коли надії, здається, зовсім немає
Я пісні співаю
Коли чорні хмари сонце закривають
Я ватру розкладаю
Коли надії, здається, зовсім немає
Я пісні співаю, я пісні співаю
Коли навколо панують жахи нічні
Світлом я зцілюся
Коли смерть наступає на п'яти мої
В обличчя їй сміюся
Коли навколо панують жахи нічні
Світлом я зцілюся
Коли смерть наступає на п'яти мої
В обличчя їй сміюся, в обличчя їй сміюся
Як будуть назад відступати
Мої вороги
То спіткнуться і вигинуть
Перед обличчям Твоїм
Коли біда шепоче на вухо мені
Я іду молиться
Коли диявол приходить до моєї землі
Я беру рушницю
Коли біда шепоче на вухо мені
Я іду молиться
Коли диявол приходить до моєї землі
Я беру рушницю, я беру рушницю
Я беру рушницю",
